rvvCode; blackCode; zoneCode; textSigns;;;;;;Naam; Snelheid;Zonebord;Soort onderbord;atrtribuutnaam 1;Waarde onderbord 1;atrtribuutnaam 2;Waarde onderbord 2
A1;30;;ivm trillingen omwonenden;;;;;;A1;30;;Vrije tekst;Omschrijving;ivm trillingen omwonenden;;
A1(Zone);30;;Jeugdland Scouting;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Jeugdland Scouting;;
A1;50;;Kadoelen;;;;;;A1;50;;Vrije tekst;Omschrijving;Kadoelen;;
A2(Zone);30;;Kan er in deze bak niets meer bij? Misschien is aan de overkant nog iets vrij !;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Kan er in deze bak niets meer bij? Misschien is aan de overkant nog iets vrij !;;
A2(Zone);30;;Kapelberg;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Kapelberg;;
A1;30;;KINDEREN;;;;;;A1;30;;Waarschuwing;Omschrijving;KINDEREN;;
A1;15;;KINDEREN HEBBEN VOORRANG;;;;;;A1;15;;Waarschuwing;Omschrijving;KINDEREN HEBBEN VOORRANG;;
A1;30;;Klaphek;;;;;;A1;30;;Vrije tekst;Omschrijving;Klaphek;;
A2;50;;klaphek;;;;;;A2;50;;Vrije tekst;Omschrijving;klaphek;;
A1;15;;Klein Chemisch Afval kan op werkdagen van 13.30 - 16.00 uur worden ingeleverd bij de Stadswerf van de gemeente Appingedam;;;;;;A1;15;;Vrije tekst;Omschrijving;Klein Chemisch Afval kan op werkdagen van 13.30 - 16.00 uur worden ingeleverd bij de Stadswerf van de gemeente Appingedam;;
A1;60;;Koemarke;;;;;;A1;60;;Vrije tekst;Omschrijving;Koemarke;;
A1;30;;KOETÄ°LLE CÄ°TY;;;;;;A1;30;;Vrije tekst;Omschrijving;KOETÄ°LLE CÄ°TY;;
A1(Zone);30;;KORT PARKEREN max.30 minuten;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;KORT PARKEREN max.30 minuten;;
A1;80;;korte invoeger;;;;;;A1;80;;Vrije tekst;Omschrijving;korte invoeger;;
A1(Zone);30;;Kruidenhof;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Kruidenhof;;
A2(Zone);30;;Kruidenhof;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Kruidenhof;;
A1;30;;LADEN/LOSSEN BUYK CONSTRUCTIES B.V. TEL: 0184-612225;;;;;;A1;30;;Vrije tekst;Omschrijving;LADEN/LOSSEN BUYK CONSTRUCTIES B.V. TEL: 0184-612225;;
A1;15;;Laden/Lossen onleesbaar 7-9;;;;;;A1;15;;Vrije tekst;Omschrijving;Laden/Lossen onleesbaar 7-9;;
A1(Zone);30;;laden/lossen vrachtverkeer via Canadastraat/Paalweg;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;laden/lossen vrachtverkeer via Canadastraat/Paalweg;;
A1(Zone);;;LAND VAN CUIJK;;;;;;A1;;Zone;Vrije tekst;Omschrijving;LAND VAN CUIJK;;
A1(Zone);30;;langer dan 6 m en/of hoger dan 2;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;langer dan 6 m en/of hoger dan 2;;
A1;30;;langer dan 6 m en/of hogerdan 2;;;;;;A1;30;;Vrije tekst;Omschrijving;langer dan 6 m en/of hogerdan 2;;
A1(Zone);30;;langer dan 6 m en/of hogerdan 2;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;langer dan 6 m en/of hogerdan 2;;
A1(Zone);30;;langer dan 6 m uitgezonderd ma t/m vr 8-18 h;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;langer dan 6 m uitgezonderd ma t/m vr 8-18 h;;
A2(Zone);30;;langer dan 6 m uitgezonderd ma t/m vr 8-18 h;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;langer dan 6 m uitgezonderd ma t/m vr 8-18 h;;
A2(Zone);30;;langer dan 6 m uitgezonderd ma t/m vr8-18 h;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;langer dan 6 m uitgezonderd ma t/m vr8-18 h;;
A1(Zone);30;;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;
A1(Zone);60;;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00uur;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00uur;;
A1(Zone);60;;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.uur;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.uur;;
A1(Zone);60;;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00.00 tot 18.00 uur;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Langer dan 6.00 M uitgezonderd werkdagen maandag t/m vrijdag van 08.00.00 tot 18.00 uur;;
A1(Zone);60;;Langer dan 6.00 M uitgezonderd werkdagen maandag t7m vrijdag van 08.00 tot 18.00 uur;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Langer dan 6.00 M uitgezonderd werkdagen maandag t7m vrijdag van 08.00 tot 18.00 uur;;
A1;60;;langer dan 6.00m uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;;;;;A1;60;;Vrije tekst;Omschrijving;langer dan 6.00m uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;
A1(Zone);60;;langer dan 6.00M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;langer dan 6.00M uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;
A2(Zone);30;;langer dan 6.00m uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;langer dan 6.00m uitgezonderd werkdagen maandag t/m vrijdag van 08.00 tot 18.00 uur;;
A1(Zone);30;;langer dan 6m en/of hogerdan 2;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;langer dan 6m en/of hogerdan 2;;
A1(Zone);60;;Langer dan. 6;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Langer dan. 6;;
A1;15;;langzaam rijden;;;;;;A1;15;;Vrije tekst;Omschrijving;langzaam rijden;;
A1;15;;Langzaam rijden;;;;;;A1;15;;Vrije tekst;Omschrijving;Langzaam rijden;;
A1;30;;langzaam rijden;;;;;;A1;30;;Vrije tekst;Omschrijving;langzaam rijden;;
A1(Zone);60;;LANGZAAM RIJDEN;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;LANGZAAM RIJDEN;;
A1(Zone);60;;langzaam rijden i.v.m. stofverlast;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;langzaam rijden i.v.m. stofverlast;;
A1;15;;LANGZAAM RIJDEN SPELENDE KINDEREN;;;;;;A1;15;;Waarschuwing;Omschrijving;LANGZAAM RIJDEN SPELENDE KINDEREN;;
A1;30;;LANGZAAM RIJDEN SPELENDE KINDEREN;;;;;;A1;30;;Waarschuwing;Omschrijving;LANGZAAM RIJDEN SPELENDE KINDEREN;;
A1;30;;Langzaam rijden= stuiven vermijden;;;;;;A1;30;;Vrije tekst;Omschrijving;Langzaam rijden= stuiven vermijden;;
A1(Zone);30;;Laor Laeftj;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Laor Laeftj;;
A1;15;;Lavendel;;;;;;A1;15;;Vrije tekst;Omschrijving;Lavendel;;
A1;60;;LET OP ! bromfietsers op rijbaan;;;;;;A1;60;;Waarschuwing;Omschrijving;LET OP ! bromfietsers op rijbaan;;
A1;15;;LET OP ! Cameratoezicht aanwezig;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP ! Cameratoezicht aanwezig;;
A1(Zone);30;;Let op ! Hier wordt gehandhaafd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op ! Hier wordt gehandhaafd;;
A1;10;;Let op ! Luifel;;;;;;A1;10;;Vrije tekst;Omschrijving;Let op ! Luifel;;
A1(Zone);30;;LET OP ! obstakels wijk in aanbouw;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP ! obstakels wijk in aanbouw;;
A1;15;;LET OP ! op dit terrein heeft achteruitrijdend verkeer voorrang;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP ! op dit terrein heeft achteruitrijdend verkeer voorrang;;
A1;50;;Let op ! Radarcontrole;;;;;;A1;50;;Vrije tekst;Omschrijving;Let op ! Radarcontrole;;
A1(Zone);30;;LET OP ! SPELENDE KINDEREN;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP ! SPELENDE KINDEREN;;
A1(Zone);30;;LET OP ! uitritten;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP ! uitritten;;
A1;50;;LET OP ! verhoogde rijbaanscheiding;;;;;;A1;50;;Vrije tekst;Omschrijving;LET OP ! verhoogde rijbaanscheiding;;
A1(Zone);30;;Let op ! Verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op ! Verkeerssituatie gewijzigd;;
A1;30;;LET OP !! KOOIWALWEG POLITIE CONTROLEERT;;;;;;A1;30;;Vrije tekst;Omschrijving;LET OP !! KOOIWALWEG POLITIE CONTROLEERT;;
A2(Zone);30;;LET OP ander parkeertarief;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;LET OP ander parkeertarief;;
A1(Zone);60;;Let op bromfietsers op de rijbaan;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Let op bromfietsers op de rijbaan;;
A1;15;;let op camerabewaking;;;;;;A1;15;;Vrije tekst;Omschrijving;let op camerabewaking;;
A1;15;;LET OP cameratoezicht aanwezig;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP cameratoezicht aanwezig;;
A1;15;;Let op denk aan onze kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;Let op denk aan onze kinderen;;
A4;30;;Let op drempel;;;;;;A4;30;;Waarschuwing;Omschrijving;Let op drempel;;
A1;15;;Let op drempels;;;;;;A1;15;;Waarschuwing;Omschrijving;Let op drempels;;
A1;30;;Let op drempels;;;;;;A1;30;;Waarschuwing;Omschrijving;Let op drempels;;
A1(Zone);30;;LET OP drempels;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP drempels;;
A1(Zone);30;;LET OP DREMPELS !;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP DREMPELS !;;
A1;15;;LET OP DREMPELS!;;;;;;A1;15;;Waarschuwing;Omschrijving;LET OP DREMPELS!;;
A1(Zone);30;;LET OP DREMPELS!;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP DREMPELS!;;
A1(Zone);60;;LET OP DREMPELS!;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;LET OP DREMPELS!;;
A1(Zone);60;;let op fietsers op rijbaan;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;let op fietsers op rijbaan;;
A1(Zone);30;;Let op fietsers op rijbaan!;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Let op fietsers op rijbaan!;;
A2(Zone);30;;LET OP Korte opstelstrook Lengte 10.00 m;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;LET OP Korte opstelstrook Lengte 10.00 m;;
A1(Zone);60;;Let op Landbouwtrekkers!Oogsttijd!Pas op;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Let op Landbouwtrekkers!Oogsttijd!Pas op;;
A1;15;;LET OP onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP onleesbaar;;
A1(Zone);30;;Let op onze kinderen;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Let op onze kinderen;;
A1(Zone);30;;LET OP RECHTS GAAT VOOR!;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP RECHTS GAAT VOOR!;;
A1;30;;let op recreanten;;;;;;A1;30;;Waarschuwing;Omschrijving;let op recreanten;;
A1;30;;let op situatie gewijzigd;;;;;;A1;30;;Vrije tekst;Omschrijving;let op situatie gewijzigd;;
A1;30;;let op spelende kinderen;;;;;;A1;30;;Waarschuwing;Omschrijving;let op spelende kinderen;;
A1(Zone);30;;Let op spelende kinderen;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Let op spelende kinderen;;
A1;30;;Let op uitrit;;;;;;A1;30;;Vrije tekst;Omschrijving;Let op uitrit;;
A1;15;;Let op uw snelheid;;;;;;A1;15;;Vrije tekst;Omschrijving;Let op uw snelheid;;
A1;30;;Let op uw snelheid;;;;;;A1;30;;Vrije tekst;Omschrijving;Let op uw snelheid;;
A1;15;;LET OP UW SNELHEID!;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP UW SNELHEID!;;
A1(Zone);30;;Let op uw snelheid!;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op uw snelheid!;;
A1;15;;let op voetgangers;;;;;;A1;15;;Waarschuwing;Omschrijving;let op voetgangers;;
A1;15;;LET OP VOETGANGERS;;;;;;A1;15;;Waarschuwing;Omschrijving;LET OP VOETGANGERS;;
A1;30;;let op voetgangers;;;;;;A1;30;;Waarschuwing;Omschrijving;let op voetgangers;;
A1;50;;Let op vrachtwagens;;;;;;A1;50;;Waarschuwing;Omschrijving;Let op vrachtwagens;;
A1(Zone);60;;Let op!;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Let op!;;
A2(Zone);30;;LET OP! (BROM)FIETSERS RICHTING CENTRUM OVERSTEKEN;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;LET OP! (BROM)FIETSERS RICHTING CENTRUM OVERSTEKEN;;
A1(Zone);30;;LET OP! Betaald Parkeertijden ma t/m za 09.00-23.00 uur zo. 12.00-17.00uur;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;LET OP! Betaald Parkeertijden ma t/m za 09.00-23.00 uur zo. 12.00-17.00uur;;
A1(Zone);30;;LET OP! Betaald Parkeertijden ma t/m za 09.00-23.00uur zo. 12.00-17.00uur;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;LET OP! Betaald Parkeertijden ma t/m za 09.00-23.00uur zo. 12.00-17.00uur;;
A1(Zone);30;;LET OP! Betaald Parkeertijden ma t/m za 09.00-23.00uur zo.12.00-17.00uur;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;LET OP! Betaald Parkeertijden ma t/m za 09.00-23.00uur zo.12.00-17.00uur;;
A1;15;;LET OP! Bouwverkeer stapvoets rijden;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP! Bouwverkeer stapvoets rijden;;
A1(Zone);60;;LET OP! Bromfiets op rijbaan;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;LET OP! Bromfiets op rijbaan;;
A1(Zone);60;;LET OP! Bromfiets Op rijbaan;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;LET OP! Bromfiets Op rijbaan;;
A1(Zone);30;;Let op! Deze wijk wordt 24 uur per dag bewaakt! video-bewaking;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op! Deze wijk wordt 24 uur per dag bewaakt! video-bewaking;;
A1(Zone);30;;Let op! Deze wijk wordt 24 uur per dag bewaakt!onleesbaar;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op! Deze wijk wordt 24 uur per dag bewaakt!onleesbaar;;
A1(Zone);60;;Let op! drempels;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Let op! drempels;;
A1(Zone);60;;Let op! Drempels;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Let op! Drempels;;
A1(Zone);30;;LET OP! DREMPELS!;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP! DREMPELS!;;
A1(Zone);30;;LET OP! DREMPELS!;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP! DREMPELS!;;
A2(Zone);30;;let op! einde uitgezonderd vrij parkeren;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;let op! einde uitgezonderd vrij parkeren;;
A1;15;;LET OP! FIETSERS;;;;;;A1;15;;Waarschuwing;Omschrijving;LET OP! FIETSERS;;
A2(Zone);30;;LET OP! fietsers;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;LET OP! fietsers;;
A4;30;;let op! fietsers en inritten;;;;;;A4;30;;Waarschuwing;Omschrijving;let op! fietsers en inritten;;
A1;30;;Let op! Fietsers en voetgangers op de rijbaan;;;;;;A1;30;;Waarschuwing;Omschrijving;Let op! Fietsers en voetgangers op de rijbaan;;
A2(Zone);30;;Let op! fietsers op rijbaan;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;Let op! fietsers op rijbaan;;
A2(Zone);30;;LET OP! FIETSPAD;;;;;;A2;30;Zone;Waarschuwing;Omschrijving;LET OP! FIETSPAD;;
A1(Zone);30;;LET OP! geef voorrang aan rechts;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP! geef voorrang aan rechts;;
A1(Zone);60;;let op! glad bij vorst;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;let op! glad bij vorst;;
A1;15;;LET OP! HEFTRUCKS;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP! HEFTRUCKS;;
A1(Zone);30;;LET OP! HOF JES VAN RECHTS VOORRANG;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP! HOF JES VAN RECHTS VOORRANG;;
A1;15;;LET OP! IN/UITRIT BOUWVERKEER;;;;;;A1;15;;Vrije tekst;Omschrijving;LET OP! IN/UITRIT BOUWVERKEER;;
A1(Zone);30;;let op! kade bij extra hoge waterstand onder water;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;let op! kade bij extra hoge waterstand onder water;;
A1(Zone);30;;LET OP! OBSTAKELS EN DREMPELS;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP! OBSTAKELS EN DREMPELS;;
A1;30;;LET OP! onleesbaar;;;;;;A1;30;;;;LET OP! onleesbaar;;
A1(Zone);30;;Let op! Parkeerschijf verplicht;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;Let op! Parkeerschijf verplicht;;
A1(Zone);30;;LET OP! Parkeren in deze buurt Verboden. Alleen laden en lossen toegestaan!;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;LET OP! Parkeren in deze buurt Verboden. Alleen laden en lossen toegestaan!;;
A1(Zone);30;;LEt op! radar laser controle POLITIE;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LEt op! radar laser controle POLITIE;;
A1;50;;Let op! radarcontrole;;;;;;A1;50;;Vrije tekst;Omschrijving;Let op! radarcontrole;;
A1(Zone);30;;let op! rechts heeft voorrang;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;let op! rechts heeft voorrang;;
A1(Zone);60;;Let op! Schoolroute Matig snelheid;;;;;;A1;60;Zone;Vrije tekst;Omschrijving;Let op! Schoolroute Matig snelheid;;
A1;30;;let op! situaitie gewijzigd;;;;;;A1;30;;Vrije tekst;Omschrijving;let op! situaitie gewijzigd;;
A1;60;;Let op! Situatie gewijzigd;;;;;;A1;60;;Vrije tekst;Omschrijving;Let op! Situatie gewijzigd;;
A1(Zone);30;;LET OP! SLECHT WEGDEK;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP! SLECHT WEGDEK;;
A1(Zone);30;;Let op! snelheidscontroles;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op! snelheidscontroles;;
A1;15;;Let op! Spelende Kinderen;;;;;;A1;15;;Waarschuwing;Omschrijving;Let op! Spelende Kinderen;;
A1;15;;LET OP! SPELENDE KINDEREN;;;;;;A1;15;;Waarschuwing;Omschrijving;LET OP! SPELENDE KINDEREN;;
A1;30;;LET OP! SPELENDE KINDEREN;;;;;;A1;30;;Waarschuwing;Omschrijving;LET OP! SPELENDE KINDEREN;;
A1(Zone);60;;Let op! spelende kinderen;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Let op! spelende kinderen;;
A1(Zone);30;;LET OP! tractorsluis;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP! tractorsluis;;
A2(Zone);30;;LET OP! tractorsluis;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;LET OP! tractorsluis;;
A1;50;;Let op! verhoogde rijbaanscheiding;;;;;;A1;50;;Vrije tekst;Omschrijving;Let op! verhoogde rijbaanscheiding;;
A1(Zone);30;;Let op! verkeer van rechts;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op! verkeer van rechts;;
A2(Zone);30;;Let op! Verkeersregeling gewijzigd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Let op! Verkeersregeling gewijzigd;;
A1(Zone);30;;let op! verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;let op! verkeerssituatie gewijzigd;;
A1(Zone);30;;Let op! verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op! verkeerssituatie gewijzigd;;
A1(Zone);30;;LET OP! Verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP! Verkeerssituatie gewijzigd;;
A2(Zone);30;;Let op! Verkeerssituatie gewijzigd;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;Let op! Verkeerssituatie gewijzigd;;
A1(Zone);30;;LET OP! Vooraf betaald parkeren Maximaal een uur;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;LET OP! Vooraf betaald parkeren Maximaal een uur;;
A1(Zone);30;;LET OP! werkingstijden poller gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP! werkingstijden poller gewijzigd;;
A1;30;;LET OP!! Spelende kinderen;;;;;;A1;30;;Waarschuwing;Omschrijving;LET OP!! Spelende kinderen;;
A1;50;;Let op!!! Spelende kinderen;;;;;;A1;50;;Waarschuwing;Omschrijving;Let op!!! Spelende kinderen;;
A1(Zone);30;;Let op!Verkeerssituatie gewijzigd van woonerf naar 30 km zone;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;Let op!Verkeerssituatie gewijzigd van woonerf naar 30 km zone;;
A1(Zone);30;;LET OP: fietsers op rijbaan;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;LET OP: fietsers op rijbaan;;
A1(Zone);30;;Let op: invoegende fietsers;;;;;;A1;30;Zone;Waarschuwing;Omschrijving;Let op: invoegende fietsers;;
A1;30;;Let op: Receptie Camping over 100 m gelijk na brug rechts;;;;;;A1;30;;Vrije tekst;Omschrijving;Let op: Receptie Camping over 100 m gelijk na brug rechts;;
A1(Zone);30;;LET OP: Verkeerssituatie gewijzigd;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;LET OP: Verkeerssituatie gewijzigd;;
A1(Zone);60;;Let up! Drempels;;;;;;A1;60;Zone;Waarschuwing;Omschrijving;Let up! Drempels;;
A1;15;;LEVERANCIERS;;;;;;A1;15;;Vrije tekst;Omschrijving;LEVERANCIERS;;
A1;15;;Leveranciers en monteurs melden bij de medewerker weegbrug. onleesbaar;;;;;;A1;15;;Vrije tekst;Omschrijving;Leveranciers en monteurs melden bij de medewerker weegbrug. onleesbaar;;
A1;15;;leveranciers melden kantoor;;;;;;A1;15;;Vrije tekst;Omschrijving;leveranciers melden kantoor;;
A1;15;;Leveranciers melden op kantoor;;;;;;A1;15;;Vrije tekst;Omschrijving;Leveranciers melden op kantoor;;
A1;30;;LICHTEN DOVEN;;;;;;A1;30;;Vrije tekst;Omschrijving;LICHTEN DOVEN;;
A2(Zone);30;;LICHTEN UIT!;;;;;;A2;30;Zone;Vrije tekst;Omschrijving;LICHTEN UIT!;;
A3;;;Lijnbus op vluchtstrook;;;;;;A3;;;Vrije tekst;Omschrijving;Lijnbus op vluchtstrook;;
A1;30;;Lijnbussen Ontheffinghouders na 100 m;;;;;;A1;30;;Vrije tekst;Omschrijving;Lijnbussen Ontheffinghouders na 100 m;;
A4;50;;loslopend vee;;;;;;A4;50;;Vrije tekst;Omschrijving;loslopend vee;;
A1;15;;Lossen;;;;;;A1;15;;Vrije tekst;Omschrijving;Lossen;;
A1;30;;Ludwighove;;;;;;A1;30;;Vrije tekst;Omschrijving;Ludwighove;;
A1(Zone);30;;M.I.V. 1 april word dit gebied betaald parkeren;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;M.I.V. 1 april word dit gebied betaald parkeren;;
A2(Zone);30;;m.i.v. 1 april wordt dit gebied betaald parkeren;;;;;;A2;30;Zone;Parkeerinstructie;Omschrijving;m.i.v. 1 april wordt dit gebied betaald parkeren;;
A2(Zone);30;;m.u.v ma t/m vr 8.00-18.00 h;;;;;;A2;30;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1;60;;m.u.v. brommobielen en landbouwvoertuigen 07.00 - 09.00h na 600 meter;;;;;;A1;60;;Vrije tekst;Omschrijving;m.u.v. brommobielen en landbouwvoertuigen 07.00 - 09.00h na 600 meter;;
A1(Zone);30;;m.u.v. gedeelte parkeerterrein Boutlaan;;;;;;A1;30;Zone;Parkeerinstructie;Omschrijving;m.u.v. gedeelte parkeerterrein Boutlaan;;
A1(Zone);30;;m.u.v. Industriestraat;;;;;;A1;30;Zone;Vrije tekst;Omschrijving;m.u.v. Industriestraat;;
A1(Zone);30;;m.u.v. ma t/m vr 8.00-18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1(Zone);30;;m.u.v. ma t/m vr 8.00-18.00h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1(Zone);30;;m.u.v. ma t/m vr. 8.00-18.00h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1(Zone);30;;m.u.v. ma. t/m vr. 08.00-18.00 h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1;50;;m.u.v. ma.t/m vr 08.00-18.00 h;;;;;;A1;50;;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1(Zone);60;;ma  t/m vr. 08.00-18.00 h;;;;;;A1;60;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1(Zone);30;;MA / VR 8.00-18.00h;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;08:00:00;eindtijd;18:00:00
A1(Zone);30;;ma 12.00-18.00 h di t/m za 9.00-18.00 h koopavond tot 21.00 h;;;;;;A1;30;Zone;Tijdsbeperking;Omschrijving;ma 12.00-18.00 h di t/m za 9.00-18.00 h koopavond tot 21.00 h;;
A1;100;;ma t / m vr 06 - 19 h;;;;;;A1;100;;Tijdstipaanduiding;starttijd;06:00:00;eindtijd;19:00:00
A1;100;;ma t / mvr 06 - 19 h;;;;;;A1;100;;Tijdstipaanduiding;starttijd;06:00:00;eindtijd;19:00:00
A1;100;;ma t/ m vr 06-19 h;;;;;;A1;100;;Tijdstipaanduiding;starttijd;06:00:00;eindtijd;19:00:00
A2(Zone);30;;ma t/m 9 - 22 h zondag 12 - 18 h; op eigen risico;;;;;A2;30;Zone;Tijdsbeperking;Omschrijving;ma t/m 9 - 22 h zondag 12 - 18 h;;
A1(Zone);30;;ma t/m vr 06.30-20.30h i.v.m.markt;;;;;;A1;30;Zone;Tijdstipaanduiding;Starttijd;06:30:00;eindtijd;20:30:00
